Location,Author,Rating,Review Text,Time
Bank Jateng KC Boyolali,Krismon singgih Nugroho,5 bintang,No Review,2 minggu lalu
Bank Jateng KC Boyolali,jojo deni,5 bintang,No Review,sebulan lalu
Bank Jateng KC Boyolali,Ari Doni,5 bintang,No Review,sebulan lalu
Bank Jateng KC Boyolali,joe suryatmojo,4 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,ervina anggraini,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,raden jody,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,zazael masrumy,1 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,ayu prihastini,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,Andini Novita Ayu,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,feni farlena,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,bambang “Bamz” wijanarko,5 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,Rozaq Abdul,1 bintang,No Review,setahun lalu
Bank Jateng KC Boyolali,Kaka Radifa,4 bintang,No Review,2 tahun lalu
Bank Jateng KC Boyolali,Prita Dewi,5 bintang,No Review,2 tahun lalu
Bank Jateng KC Boyolali,Linda Widyawati 05,5 bintang,No Review,2 tahun lalu
Bank Jateng KC Boyolali,Agus Sajad,5 bintang,No Review,3 tahun lalu
Bank Jateng KC Boyolali,fito alfaturochim,5 bintang,No Review,3 tahun lalu
Bank Jateng KC Boyolali,Mohamad Arif,4 bintang,No Review,4 tahun lalu
Bank Jateng KC Boyolali,Herly Henta Sandya,5 bintang,No Review,5 tahun lalu
Bank Jateng KC Boyolali,subak,4 bintang,No Review,5 tahun lalu
Bank Jateng KC Boyolali,Van Shein,5 bintang,No Review,5 tahun lalu
Bank Jateng KC Boyolali,Muchin,5 bintang,No Review,6 tahun lalu
Bank Jateng KC Boyolali,yudi oke,5 bintang,No Review,8 tahun lalu
Bank Jaten KCP Delanggu,Iwan Setiaji,5 bintang,"Terletak di jalan delanggu utara no 21 , gatak Delanggu tepatnya di selatan rsu pku muhamadiyah delanggu
Ruang tunggu bersih rapi dan wangi, acnya terasa dingin bgt... Nyaman buat …",6 bulan lalu
Bank Jaten KCP Delanggu,dyah nugraini,1 bintang,"Pelayanan di CS sangat lama, nunggu 1jam lebih belum juga dilayani",sebulan lalu
Bank Jaten KCP Delanggu,rizky setiawan,1 bintang,Pelayanannya perlu ditingkatkan lagi.,seminggu lalu
Bank Jaten KCP Delanggu,Dhananjaya,1 bintang,"customer service 1jam lebih
baru layani 2 orang😀😀😀
customer service hanya 1orang …",8 bulan lalu
Bank Jaten KCP Delanggu,bagas pratama,1 bintang,Mesin atm sering bermasalah..terutama di hr sabtu minggu,11 bulan lalu
Bank Jaten KCP Delanggu,Dwi Rijadianto,4 bintang,"kadang antri lama di awal bulan, kadang longgar di minggu2 akhir bulan, parkir mobil agak susah, pelayanan baik dan ramah",4 tahun lalu
Bank Jaten KCP Delanggu,Agus Setiaji,5 bintang,Sangat baik,2 bulan lalu
Bank Jaten KCP Delanggu,Prastian,1 bintang,SUDAH DUA KALI BERKUNJUNG TAPI SATPAMNYA YANG BAPAK BAPAK TIDAK RAMAH. LEBIH BAIK GANTI SATPAM YANG LEBIH MUDA DAN RAMAH KEPADA PENGUNJUNG. pelayanan kasir lumayan,4 tahun lalu
Bank Jaten KCP Delanggu,Toko Fellyn,3 bintang,Nyimak . Belum Pernah Kesitu,setahun lalu
Bank Jaten KCP Delanggu,annisa angga,1 bintang,Males bgt sama satpamnya yg bapak2 tidak ramah sekali,3 tahun lalu
Bank Jaten KCP Delanggu,Iwak Manyung,2 bintang,Teler cuman satu.. lama,8 bulan lalu
Bank Jaten KCP Delanggu,Slam Tyo,5 bintang,"Pelayananya ramah, rapi dan cepat....  telerny cantik...hehe",5 tahun lalu
Bank Jaten KCP Delanggu,Dita Dewayani,4 bintang,"pelayanan ramah, tapi kadang antri lama",6 tahun lalu
Bank Jaten KCP Delanggu,Intan Dwi,3 bintang,Pelayanan sangat lama sekali,5 tahun lalu
Bank Jaten KCP Delanggu,Bintari zaudyasari,4 bintang,"Waktu mencairkan deposito, pelayanannya cepat",5 tahun lalu
Bank Jaten KCP Delanggu,Widodo Keyla018,4 bintang,"Letak strategis, pelayanan ramah",4 tahun lalu
Bank Jaten KCP Delanggu,avida hany,2 bintang,Antrian banyak,3 tahun lalu
Bank Jaten KCP Delanggu,Bagus Ajiii,5 bintang,No Review,2 bulan lalu
Bank Jaten KCP Delanggu,wisnu zakaria,5 bintang,No Review,2 bulan lalu
Bank Jaten KCP Delanggu,Septiana Tika,5 bintang,No Review,9 bulan lalu
Bank Jaten KCP Delanggu,Merpati Kita TV,1 bintang,No Review,setahun lalu
Bank Jaten KCP Delanggu,I a n,1 bintang,No Review,4 tahun lalu
Bank Jaten KCP Delanggu,Ismail Asri,5 bintang,No Review,5 tahun lalu
Bank Jaten KCP Delanggu,yudi oke,5 bintang,No Review,8 tahun lalu
Bank Jateng KCP Karangpandan,wawan budi,5 bintang,Wifinya belum bisa digunakan hehehe..,2 bulan lalu
Bank Jateng KCP Karangpandan,ANITA ISKHAYATI,2 bintang,Jumat dipasang pengumunan : Istirahat dr jam 11.30 buka jam 13.30 antrean panjang...,sebulan lalu
Bank Jateng KCP Karangpandan,Bangga Karanganyar,2 bintang,"Pelayanan lama,, ,
Ramah sih, tapi menurut saya kurang sat set, di era yang seperti ini kan harusnya sat set das des,,",sebulan lalu
Bank Jateng KCP Karangpandan,Setya Rini,4 bintang,"Buka 6 jam kerja, sabtu smpai jm 10..atm 24jam, ad satpamnya",5 tahun lalu
Bank Jateng KCP Karangpandan,Estu Sadono,1 bintang,"mohon maaf, satpam yg jaga malam hari sabtu tgl 11 mei 2024 jam 00.30, sepertinya mabuk bareng teman""nya dan menyalakan musik kencang, mohon maaf kami warga sekitar terganggu...!",10 bulan lalu
Bank Jateng KCP Karangpandan,Hafidz Lukman Hakim,4 bintang,"Prlayanan ramah karena bank😂, tempatnya luas, nyaman, dan aman …",2 tahun lalu
Bank Jateng KCP Karangpandan,HTA Benz,1 bintang,Tolong satpam yg jaga malam di tgl 10 - 11 mei 2024 itu di kondisikan. Karena tengah malam minum alkohol sama memutar musik dengan keras. Mengganggu kenyaman warga sekitar.,10 bulan lalu
Bank Jateng KCP Karangpandan,Adnan Rizki Ramadhani (Rama),4 bintang,bank jateng di kecamatan Karangpandan. atm selalu buka 24 jam dan ada sekuriti yang selalu menjaga,6 tahun lalu
Bank Jateng KCP Karangpandan,yatnooe tuminah,3 bintang,Antrian nggak banyak...ac ne adeemmmm polll.  Satpam e ramah kayak klo kita ke BCA,3 tahun lalu
Bank Jateng KCP Karangpandan,faeyza Raihan,5 bintang,Pegawainya sekarang ramah² .kalau ada yang kurang / keliru memberi info dengan sabar .. semangat mb Aesti.🫰Semangat Mas Teo …,setahun lalu
Bank Jateng KCP Karangpandan,Alfian Cahyo Budi,5 bintang,Pegawainya ramah-ramah dan selalu memberikan pelayanan yang prima terhadap nasabah,setahun lalu
Bank Jateng KCP Karangpandan,Alma Bathari,5 bintang,"Pelayanan sangat cepat, pegawainya sangat ramah. Suka sekali bertransaksi disini ☺️✨",setahun lalu
Bank Jateng KCP Karangpandan,Dian Chelsea,4 bintang,"Terima kasih bank Jateng, pelayanan nya bagus , ..",8 bulan lalu
Bank Jateng KCP Karangpandan,tk berjo1,4 bintang,tidak ada alamat e-mail kah?,5 bulan lalu
Bank Jateng KCP Karangpandan,putut agung kurnianto,3 bintang,"Bank nggak besar, costumer service nya sedikit, nasabah kebanyakan pns, kalau pas bersamaan dengan nasabah dari pns trutama guru negeri bisa berjam jam, menjadikan pelayanan sangat lamban dan sangat mengganggu pelayanan nasabah umum, …",5 tahun lalu
Bank Jateng KCP Karangpandan,Edy Sarwanto,5 bintang,"Tempat sangat strategis.
Parkir mobil dan motor luas.
Pelayanan sangat menyenangkan.
Mantap pokoknya.",setahun lalu
Bank Jateng KCP Karangpandan,andy ilham,5 bintang,"Pelayanan cepat, pegawainya ramah- ramah",8 bulan lalu
Bank Jateng KCP Karangpandan,ISTUTI SE,5 bintang,Pelayanan cepat. Pegawai ramah. Parkir luas. Tempatnya luas dan nyaman 🤩 …,setahun lalu
Bank Jateng KCP Karangpandan,Ika Trns,1 bintang,"teller lelet cuma ada 1, antri 2 jam lebih jadi males kalo mau setor",setahun lalu
Bank Jateng KCP Karangpandan,sarwange ragil rubyanti,5 bintang,pelayanan cepat👍🏻 …,5 bulan lalu
Bank Jateng KCP Karangpandan,Purwanto Abal Abal,5 bintang,"Bank Jateng Karangpandan lokasinya di jalan solo-tawangmangu..  Tepatnya dari terminal karangpandan ke timur.  Dari arah solo lokasi kanan jalan.  Bank Jateng pelayanan baik,  ramah,  satpamnya sangat ramah :)",6 tahun lalu
Bank Jateng KCP Karangpandan,Fano Hisnu,5 bintang,Petugasnya ramah - ramah dan sabar dalam melayani nasabah karena saya bersama nenek saya.,4 tahun lalu
Bank Jateng KCP Karangpandan,Iswandi yanto,5 bintang,Adakah nomer yang dapat dihubungi untuk konsultasi mengenai pinjaman,setahun lalu
Bank Jateng KCP Karangpandan,Nuruddien Muhammad,5 bintang,Satpam ramah,setahun lalu
Bank Jateng KCP Karangpandan,yuli astuti,5 bintang,"Pelayanan bagus, terima kasih bank jateng",setahun lalu
Bank Jateng KCP Karangpandan,Bagas anggara,5 bintang,"Mantap , nyaman",setahun lalu
Bank Jateng KCP Karangpandan,Tunggul Van,5 bintang,Nyaman mantap,setahun lalu
Bank Jateng KCP Karangpandan,Iin Intarti,5 bintang,Bagus....,setahun lalu
Bank Jateng KCP Karangpandan,Tita Septiana,5 bintang,"Bersih, nyaman, strategis",3 tahun lalu
Bank Jateng KCP Karangpandan,Gunung Harjanto,2 bintang,pernah nabung di bank jateng,8 tahun lalu
Bank Jateng KCP Karangpandan,KINz,5 bintang,Melayani dengan hati,setahun lalu
Bank Jateng KCP Karangpandan,eko sri,5 bintang,Pelayanannya bagus...👍 …,setahun lalu
Bank Jateng KCP Karangpandan,Eky Santi,5 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu..

semoga kami dapat melayani bapak/ibu kembali, matur sembah nuwun",8 bulan lalu
Bank Jateng KCP Karangpandan,Dheny Rahardian,5 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu",9 bulan lalu
Bank Jateng KCP Karangpandan,Boy_kam2 klaten,5 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu 🙏🏻 …",10 bulan lalu
Bank Jateng KCP Karangpandan,Nurul Faizah,5 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu",10 bulan lalu
Bank Jateng KCP Karangpandan,Ganang Patrio pintoko,5 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu",10 bulan lalu
Bank Jateng KCP Karangpandan,Dewi Safitri,1 bintang,"terima kasih atas ulasan yang telah bapak/ibu berikan, mohon maaf apakah ada kendala yang bapak/ibu alami selama kunjungan di kantor kami? bisa diinfokan lebih detail agar kedepannya kami dapat memperbaiki kualitas pelayanan kami, matur sembah nuwun",11 bulan lalu
Bank Jateng KCP Karangpandan,starsea tawangmangu,4 bintang,"terima kasih atas reviewnya, kami senang dapat melayani bapak/ibu",setahun lalu
Bank Jateng KCP Karangpandan,ddk 17,5 bintang,"salam,
terima kasih, kami senang dapat melayani anda :)",setahun lalu
Bank Jateng KCP Karangpandan,Aku Pertama,5 bintang,terima kasih atas bintang 5 nya,setahun lalu
Bank Jateng KCP Karangpandan,suharni harni,5 bintang,terima kasih atas bintang 5 nya,setahun lalu
Bank Jateng KCP Karangpandan,Hartono Matesih,5 bintang,terima kasih atas bintang 5 nya,setahun lalu
Bank Jateng KCP Karangpandan,Monika Indah,5 bintang,ucapkan terima kasih 🙏🏻 …,setahun lalu
Bank Jateng KCP Karangpandan,Umi Tri Widyawati,5 bintang,"salam,

terima kasih atas bintang 5nya, kami senang dapat melayani ibu 🙏🏻 …",setahun lalu
Bank Jateng KCP Karangpandan,Niken Mulyani,5 bintang,Terima kasih atas 5 bintangnya 🙏🏻 …,setahun lalu
Bank Jateng KCP Karangpandan,ristini dwi,5 bintang,Terima kasih atas 5 bintangnya 🙏🏻 …,setahun lalu
Bank Jateng KCP Karangpandan,DeVita,5 bintang,🙏🏻 …,setahun lalu
Bank Jateng KCP Karangpandan,Yohanes Pandhu Indrarko,5 bintang,🙏🏻 …,setahun lalu
Bank Jateng KCP Karangpandan,arif bs,5 bintang,🙏🏻 …,2 tahun lalu
Bank Jateng KCP Karangpandan,Troyono123456@gmail.com Yono,3 bintang,🙏🏻 …,6 tahun lalu
Bank Jateng KCP Karangpandan,Hello Sidney,5 bintang,🙏🏻 …,6 tahun lalu
